ins,tw,text,location1,location2
bigdavesboozequest/,Big_Dave45,"Elegant in its simplicity.

Trip Trap - A triple IPA by @goatbeer 

Delicious. 

#richmond #ipa… https://t.co/8n2qQBIjaR",145.01250947,-37.81660093
bigdavesboozequest/,Big_Dave45,"Beer and Pizza done right @goatbeer 

Billy the Mid - Mid Strength Pale Ale.

Perfect refreshing… https://t.co/sFY9cmMOuA",145.01250947,-37.81660093
bigdavesboozequest/,Big_Dave45,"Another day, another IPA - Drinking a Hopsmith IPA by @akashabrew at @roystonhotel  — https://t.co/vP0xJigrUm",145.013,-37.8167
bigdavesboozequest/,Big_Dave45,"Not a red Ale fan, but this is easy to drink and delicious. - Drinking a Nail Red Ale at @roystonhotel - https://t.co/fTJ5XkA0wy",145.013,-37.8166
bigdavesboozequest/,Big_Dave45,Drinking  The Fix by @FixationBrewing at @roystonhotel — https://t.co/O5ECbbX8gQ,145.013,-37.8166
bigdavesboozequest/,Big_Dave45,"Fixation Double IPA

#beer ##ale #fridaynight #richmond #ipa #royston @ Royston Hotel https://t.co/mcXownOzr5",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Beer by candlelight after work.

Tallboy and Moose 'only denali' Single Hop Pale Ale - Royston… https://t.co/hW8A4cytqm",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Fixation IPA 

For when you've had a shit day at work, this beer will cure all. 

#beer #ale… https://t.co/4vUIeuV1zg",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Myway 'Grapefruit' IPA by Blasta Micro Brewery. 

Nice easy drinking IPA with lots of flavour to… https://t.co/b1sBBqIb43",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Madyay Hills Marmalade. 

Delicious 7% IPA that is super smooth with tastes of a citrusy… https://t.co/gPMJvSxkgr",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Fixation Double IPA fitted with Mayday Hills Marmalade IPA

A match made in heaven especially… https://t.co/7A7biw8rNt",145.0132494,-37.8163841
bigdavesboozequest/,Big_Dave45,"Old Wives Ale by Lupulonimbus - Double NEIPA 

If you want to get caught drink driving, this… https://t.co/hyjnBDQfJz",145.0132494,-37.8163841
sleepslashresolution,therealajordan,I never needed acceptance from all you outsiders,145.01709293,-37.82031278
faiqazim,faiqazim,"Whatever office related problem, headache, disagreement just leave it at the office. I just want to go home and see my wife and baby",144.9762116,-37.8141246
ortegapatricia,patriciaortega,Your servant at the Cooks' Cottage. Wahaha! 😂 @ Cooks' Cottage https://t.co/gjjX0t1cU7,144.97945,-37.81448889
_tomzao,_tomzao,"carinha || carão @ The Conservatory, Fitzroy Gardens https://t.co/fONz4Mzlez",144.97843513,-37.81408366
mandyfje,mandyfoo,"I'm at Fitzroy Gardens in East Melbourne, VIC https://t.co/AVLtpVx4Er",144.97974873,-37.81307269
fromthelikes,EmzHenry,"Another day, another failed attempt at running. I did find this lady, though. Her dogs were scary,… https://t.co/0BZc7IUcTg",144.98025396,-37.81290433
nixirafarra,nixirafarra,Prepare for your worst nightmare. @ Fitzroy Gardens https://t.co/GpvPowXgpc,144.98025396,-37.81290433
mssukmono,MsSukmono,💐🌸🌷🍀🌹🌻🌺🍁🍃🍂🌿🌾🍄🌵🌴🌲🌳🌼 (with Amira at Fitzroy Gardens) [pic] — https://t.co/ZCLEruFCQs,144.9809,-37.81332
danialrdzm,danialrdzm,"Always a clear blue sky @ Fitzroy Gardens, Melbourne http://t.co/6djvnwIERU",144.9810648,-37.81293919
qllythea,qllythea,Plethora of greens @ Fitzroy Gardens http://t.co/PNK90dNbi6,144.9810648,-37.81293919
bryonycarter,Bryzenberry,Urban Bogan  👜  // @UrbanBogan lanefotograf @ Fitzroy Gardens https://t.co/RWyn9pV77N,144.980218,-37.812745
tinamarlenequinn/,TMarlene,🌿👣☀️ @ Fitzroy Gardens https://t.co/Fj4EOmB6eL,144.980218,-37.812745
susannahleighmurray,libertyharlow,Morning from the comfiest bed in the world @ Park Hyatt Melbourne https://t.co/88hVjsF5tk,144.97641316,-37.81114729
SarahCMendoza,SarahCMendoza,Happy new year everyone! #nye2016 #parkhyatt @ Park Hyatt Melbourne https://t.co/DVDu216l0W,144.97642972,-37.8111545
__onn_,nozo___m11,"I was at St. Patrick's Cathedral in Melbourne, Victoria https://t.co/UF6ddqdJUB",144.97581482,-37.8104194
czar.jpg,CZVRCHES,"11am Sunday mass; the architecture &amp; the choir almost made me cri, much beauty, very wow @ St… https://t.co/Ja1rjLK3m0",144.976,-37.8101
kimpossiblemara,kimpossiblemara,"This is where I'll get married. Amen. ❤️ #Claiming! #ThankYouLord 😇 @ St Patrick's Cathedral,… https://t.co/8ncj4PgsEf",144.976,-37.8101
fredicia_sunny,Fredicia_Sunny,"You deserve to live a life you are excited about ✨ @ St Patrick's Cathedral, Melbourne https://t.co/nrfaLDWFz4",144.976,-37.8101
i_aik,aikapats,"Saint Patrick's Cathedral à Melbourne @ St Patrick's Cathedral, Melbourne http://t.co/5ualx6nkTG",144.976122,-37.810098
andytuna,andytuna,"Morning #Melbourne @ St Patrick's Cathedral, Melbourne https://t.co/5becorNgbK",144.976122,-37.810098
jyneecheong,Jyneehehehe,"Beautiful architecture ⛪️ @ St Patrick's Cathedral, Melbourne https://t.co/Nb3qFX0b4J",144.976122,-37.810098
jyneecheong,Jyneehehehe,"Beautiful architecture ⛪️ @ St Patrick's Cathedral, Melbourne https://t.co/zEiIRfxf73",144.976122,-37.810098
khangiie,khangiie,Lol its windy again,144.97580781,-37.80947649
embamford,embamford,Very sad to hear about the passing of #PhilHughes. A sad day for Australian sport. My thoughts go to his family and friends. Rest easy Phil,144.98355,-37.81255625
saintbrianjames,stbrianjames,Nawwwww she's married! Chyeah! Love to the both of you! @ Old Bandstand Fitzroy Gardens http://t.co/5qxK9lVZDi,144.9833231,-37.81070562
b_en_vogue/,B_en_Vogue,Jungle - Deep in the city 🌴 #melbourne #victoria #australia #vacation #vacances… https://t.co/Sf4B4dfMou,144.986,-37.8114
khangiie,khangiie,Its raining,144.98390112,-37.81028212
khangiie,khangiie,"Everytime a friend used to catch up with a girl, she tried to use her bank card but it didn't work hahaha",144.97750381,-37.80848888
khangiie,khangiie,Soo busy for this weekend!,144.97808512,-37.8085652
sassydiva_xoxo,Sassy_Diva_2487,Listening to #trueclors by @wizkhalifa  and @NICKIMINAJ  💽🎵🎶🎧,144.9803647,-37.8084152
thisverynow,thisverynow,@SMCMelb #nike is moving away from fb / tw / ig who own your relationships - where are you connecting instead @accordingto_em? #SMCMelb,144.9808445,-37.808274
angelayang_/,Angelayang,My body is ready. #cutlerandco #workprechristmasparty @ Cutler &amp; Co. http://t.co/yEVq35jygi,144.97595979,-37.80560594
angelayang_/,Angelayang,"One of the highlights from our degustation, tuna tartare with fromage blanc and bottarga. #foodporn… http://t.co/BTZ0eA7Jdt",144.97595979,-37.80560594
kmrsenador,kmrsenador,Oh crepe @ Breizoz French Creperie https://t.co/M0sE2EuEYe,144.97698,-37.80584
busehykpnr/,busehykpnr,"I'm at The Workers Club in Fitzroy, Victoria https://t.co/NMxDvstGA1",144.97704653,-37.80574474
sleepslashresolution,therealajordan,Kira Puru. @ The Workers Club http://t.co/jCLaYKv02A,144.97707081,-37.80572731
incompletudes,incompletudes,"Única existência possível hoje é no @partisanspub, com double cosmopolitans 🍹🍹🍹 em Partisan https://t.co/xj5bQ7ddGO",144.97717938,-37.80568159
watashiwa_james_desu/,DrDillamond,This is your everything. #fashion #melbourne #streetart #gay #pink #cute @ The Workers Club https://t.co/rxbjN0aiaE,144.97702,-37.8056
cirillomusic,cirillomusic,What you lookin at? // Playing a set tomorrow night with dallimusic at @theworkersclub. Come… https://t.co/zUh6CXy0t2,144.97702,-37.8056
sassydiva_xoxo,Sassy_Diva_2487,First I was trapped kinda now I'm feeling all kinda weird is this how college really is I hate it get me out of here !!!!!!!!❌🎓,144.9774383,-37.8047396
tyrhannahsaurusrex_,tyrhannahsaurus,Birthday lunch with this crew! #belleshotchicken #ringoffire #food #delicious #nomnom #mp… https://t.co/FtWPyztNo0,144.9796299,-37.80614
mike.v3.1,mikepickard,#gspf @ The Gertrude Street Projection Festival https://t.co/pdl41JP7Xr,144.97969189,-37.80598968
halftimbered,halftimbered,@tamasys it was time for a change ;),144.9795572,-37.80591141
kiwiontheloose_/,seznz,Only another few weeks before my first trip of the year &amp; boy am I looking forward to it. I am… https://t.co/RWBmgTZXPw,144.98005062,-37.80603823
nanujette/,nanujette,"Dear food, I'm gonna miss you.

#breakfast #melbourne #australia #foodporn #foodstagram… https://t.co/rCzsQ65EZR",144.98092,-37.80598
darryl_rae,DarrylRae,"Awesome light in Gertrude St tonight. 
I had awesome ribs at ikesrackshack with @juliabirks tonight.… https://t.co/8bGeA17xKm",144.9809265,-37.8059807
myabstractlife12,averageskate,"Depression
Sun glares into my eyes
Too hot day.",144.9820047,-37.8088505
denizagram,denischen221,"🍺🍺🍺
#denisinmelbourne #friendsaroundtheworld @ Slowbeer https://t.co/G5K8kAtaVy",144.98256,-37.80892
thisverynow,thisverynow,@hikeoutorg i DO enjoy hiking or camping. why are you asking me these questions?,144.9814439,-37.8074288
photicsafari,lightmelange,*sniff* RT @samkieldsen: The Egyptian Army's rendition of the Russian national anthem brings a tear to the eye https://t.co/j7Ioc13bJC,144.9813297,-37.8073024
photicsafari,lightmelange,@GailH23 you have a good name for storm huntin',144.9813006,-37.8072603
photicsafari,photicsafari,:-| RT @CarlDonnelly: Yeah you probably did overstep the mark a bit to be honest mate http://t.co/j11rteUY00,144.9813736,-37.8072694
tim_cooke,tim_cooke,Sigh http://t.co/B2AsVQG4Q8,144.98140752,-37.80721081
tim_cooke,tim_cooke,Seems the Oz forgot to include Flanagan’s comment about being ashamed to be Australian. Funny that,144.98152161,-37.80723572
darryl_rae,DarrylRae,Crazy cloud action in #fitzroy @ Las Vegan Cafe http://t.co/siEtP0MfAe,144.98278382,-37.80753895
amelialarosa,amelialarosa,Cheers Fred 💖 fredgetsfriendly @ Like Minded Projects https://t.co/pbIUYRn7a9,144.98285371,-37.80727558
feeltheboardgame,rafamsilva,Another night with great friends. For them was the first time playing Isle of Skye and… https://t.co/9dLpqxtCj9,144.98411784,-37.8084009
thefusiion,TheFusion,I’ve missed the chance to see Geronimo’s installations during the Melbourne Design week but that… https://t.co/7PKzC7g0cE,144.98566419,-37.80759742
marcusthef/,MarcusTheF,Feels good to be in shorts again 😊 @ Co-Ground Coffee https://t.co/KBHfy76MzZ,144.98633,-37.80675
sorryiateit,alexcaton,@buildersarmshtl taking 'snacks' to the next level! @zomatoaus #zomatolunch @ Moon under Water https://t.co/bLkLIk7Sei,144.98181826,-37.80606943
brenny_smalls,brenny_smalls,Melbourne it's too hot turn it down,144.9821586,-37.8061048
wanmdshah,wanmdshah,🐄 🙄 @ The Searchers https://t.co/1l9ekA6zXv,144.98287,-37.80603
wanmdshah,wanmdshah,sambil menunggu crumpler/the searchers buka kedai.. #collingwood #fitzroy #smithstreet… https://t.co/uP6nhlHkqy,144.98287,-37.80603
wanmdshah,wanmdshah,sauk xsauk..sauk xsauk 🤔🤔 emmm... oknotok je aku rasa skrng ni..haishh... #thesearchersfitzroy… https://t.co/ueNRxMTIzk,144.98287,-37.80603
ooomarrr,ooomarrr18,Drinking an Original Pale Ale by @coopersbrewery at @sentidofunf — http://t.co/Smci8BxLYU,144.983,-37.8061
bronwynlayla/,BronwynLayla,"Thank you to everyone who has listened to, downloaded, and even ~bought~ our free album! Wow.… https://t.co/wL9TUiGTZm",144.98324,-37.80624
fitness_cest_la_vie______,RoMeO_BeE_MuSiC,One Of Many Nights Out In Melbourne 💜#melbournecbd #collingwood   #positivity #instagood #drunk… https://t.co/roXso9h74p,144.9829,-37.80588
brotheramos,BrotherAmos,"Rum (at @LosBarbudosBar in Fitzroy, Victoria) https://t.co/B1j19Bc2yq",144.98302102,-37.80596103
watashiwa_james_desu/,DrDillamond,@praptolium @lachyt tanguy_ltn bassface99 @ Mollie's Bar and Diner https://t.co/PT5NnYy2Tl,144.98291,-37.80578
watashiwa_james_desu/,DrDillamond,tanguy_ltn #petitlemon #citron #prosecco @ Mollie's Bar and Diner https://t.co/9R4X3JQlL8,144.98291,-37.80578
elvaldemort,elvaldemort,Happy birthday to the beautiful @exiledblade13. I love you so much xo @ Mollie's Bar and Diner https://t.co/uNZmaXcBJt,144.98291,-37.80578
watashiwa_james_desu/,DrDillamond,👨‍❤️‍👨 @ Mollie's Bar and Diner https://t.co/TLzuEQLZvd,144.98291,-37.80578
kazmic8,kazmic,"Happ Friday! I wish I had this on my wall

#fridaynight #outandabout #friday #theweekend #woohoo #art… https://t.co/8PpAgs06Gv",144.9829102,-37.8057518
darbysavage,effingsavages,"The ‘stache, the nipples. @ Sircuit https://t.co/zpMBljhVSy",144.9829242,-37.8056881
shahrilism,shahrilism,"I'm at Yah Yah's in Fitzroy, VIC https://t.co/AMZT2Vumzk",144.98305474,-37.80578428
thomteixeira,tom_xd,"I'm at Sircuit in Fitzroy, VIC https://t.co/FTt9jZlHIL",144.983032,-37.805717
halftimbered,halftimbered,Might I just take this moment to point out how dignified and realistic the response from Canadian media has been in light of today's events.,144.98311276,-37.805612
elaineng96,ElaineNg96,"I'm at @Huxtaburger in Melbourne, VIC, VIC https://t.co/ZA79aEAdXs",144.98311391,-37.80525771
watashiwa_james_desu/,DrDillamond,Just posted a photo @ Grumpy's https://t.co/Pc1MrqhkXb,144.98298,-37.80523
sorryiateit,alexcaton,Get. In. My. Belly. || #breakfast #brunch #melbourne #melbournefood @mjrtoms #mjrtom #smithstreet @… https://t.co/UavKroi5iN,144.9833527,-37.8052597
errrnah,errrnah,"Bro in the doctors clinic with a patch on his shirt that just says ""BUTT""",144.98326351,-37.8041617
watashiwa_james_desu/,DrDillamond,Just posted a photo @ The Peel https://t.co/HzK0cljvYw,144.98613,-37.80513
watashiwa_james_desu/,DrDillamond,U can't cross dress if u dnt have a gender 🤔🤔 @ The Peel https://t.co/sBbG5Xn73J,144.98613,-37.80513
watashiwa_james_desu/,DrDillamond,😍😍😍 @ The Peel https://t.co/mw6LDSVtxL,144.98613,-37.80513
watashiwa_james_desu/,DrDillamond,Wowowowow what a handsome man lukebong @ The Peel https://t.co/EsBFSc4NPi,144.98613,-37.80513
watashiwa_james_desu/,DrDillamond,"Ok mylastdipitybix we get it, I'm pale. @ The Peel https://t.co/yVBMGS6rdY",144.98613,-37.80513
thomteixeira,tom_xd,Odeio quando algum amigo fica me pressionando pra pegar alguém na balada :/ leave me alone!,144.98632627,-37.80481419
dqktr,dqktr,"Making the most of this glorious sunshine. ☺️ @ Powlett Reserve Park, East Melbourne http://t.co/2b4B9bOWrr",144.98738873,-37.81122123
kriicarmey,Yosoy_Paranoica,Albert Park paseo de sábado por la tarde aprovechando los 28 grados de hoy! 🙏🏻 #mel #melbourne #love… https://t.co/m6vcZjqyxa,144.9876906,-37.81101844
halftimbered,halftimbered,Special double luck congratulations to @philip_charles on new job yay 💃💃💃 http://t.co/ZQugqokjVD,144.9876827,-37.81070364
khangiie,khangiie,"Dear fags, its none of your business ... Its between a friend and her boyfriend, no one else so get your noses out",144.98798822,-37.81076584
khangiie,khangiie,I love this weather :),144.99004644,-37.80970438
khangiie,khangiie,Did Brie turn heel? #RAW,144.99094662,-37.81025068
khangiie,khangiie,I love this weather,144.99133795,-37.80963983
nodrev,liamvayres,@meganhilty belting They Just Keep Moving The Line is a top end to my Thursday #smash #getitgirl #fiercebeltingbitches #atoasttoresurrection,144.9920114,-37.8097221
akky_breaky,akky_breaky,"Third wheelin' like a pro. 👍🏽😁
#dinner #thaifood #babes #cuties #foreveralone #thirdwheel… https://t.co/uQLuLBJXIA",144.9920654,-37.8095016
beancurdgirl,Beancurdgaleats,My beloved go to place for mouthwatering Thai breakfast or lunch is definitely at… https://t.co/qDBt9mqTQa,144.992,-37.8094899
beancurdgirl,Beancurdgaleats,"Milo MILO Milo for the win with chocolate @pocky sticks and cute little puppy biscuits! 

The… https://t.co/UxWSikY1r0",144.992,-37.8094899
justjacky,justjacky,INAPPROPRIATE APPROPRIATION 👀 📸: @skobsy @ Versus Gallery + Studios https://t.co/ICAGF9xIRp,144.99726892,-37.813933
khangiie,_goboom69,Ooh that dessert makes me starving!! #MKR,144.99736042,-37.81259389
khangiie,_goboom69,"Jane and Emma cooking time, they're gonna rock it! #MKR",144.99734532,-37.81258239
khangiie,_goboom69,And don't ask me about your white tank clothes again or I will block you,144.99735849,-37.81258786
khangiie,_goboom69,Stay positive Kat! #MKR,144.99737579,-37.81259103
khangiie,khangiie,I SO WANNA SEE TAYLOR SWIFT CONCERT NEXT YEAR!! 😇,144.99737647,-37.81258716
khangiie,_goboom69,Umm I didnt fold last night and I'll block ya if u ask me again,144.99733263,-37.81254652
khangiie,_goboom69,Not bad score! #MKR,144.997417,-37.81258998
khangiie,_goboom69,Wow a 90 is a great score!! #MKR,144.99744534,-37.81259591
khangiie,_goboom69,That rack makes me soooo hungry! #MKR,144.99744777,-37.81259595
khangiie,_goboom69,I hope Gina and Anna doesn't stuff up their entree! #MKR,144.99746152,-37.81258143
khangiie,_goboom69,@SOSNH1995 yea :),144.99739935,-37.81256664
khangiie,_goboom69,"Oh no, Ash put too much zests into that stock... It doesn't go into that stock! #MKR",144.99742838,-37.81256334
hiiamkhang,khangiie,"Gooo Marlisa, good luck!!! #XFGrandFinal",144.99741774,-37.81254001
hiiamkhang,khangiie,Wow Marlisa looks stunning!! #XFGrandFinal,144.9974206,-37.81254282
khangiie,_goboom69,Wow take your time Jac and Shaz! #MKR,144.99743483,-37.81257661
khangiie,_goboom69,Time for MKR!,144.99743674,-37.81257714
khangiie,khangiie,Had pasta for dinner and fk u unfollowers again,144.99743443,-37.812561
khangiie,khangiie,💋💋💋 http://t.co/v9F0toSStM,144.99743841,-37.81256273
khangiie,_goboom69,WHERES MUM? She needs to be home!,144.99744944,-37.81256107
khangiie,_goboom69,Too salty and the chocolate was missing. #MKR,144.99745518,-37.8125784
khangiie,_goboom69,"That fish doesn't go in the oven, you leave the fish cooler then serve it in! #MKR2015",144.9974656,-37.81258074
khangiie,_goboom69,Whoa that Fondant isn't gooey enough! #MKR,144.99745889,-37.81256151
khangiie,_goboom69,Morning :),144.99743727,-37.81255742
khangiie,khangiie,And good morning :),144.99744065,-37.8125587
hiiamkhang,khangiie,Hahaha if anyone posts hate stuff abouty tweets I will block them,144.99743231,-37.8125462
khangiie,_goboom69,If anyone askes me that I fold your clothes again will be blocked.,144.99745067,-37.81254771
khangiie,_goboom69,"Annie and Lloyd are cooking, I wanna see how they cook! #MKR",144.99745217,-37.81255833
khangiie,_goboom69,Shes a hottie! 💋💋 http://t.co/JsSlfCeYOa,144.99746082,-37.8125437
khangiie,_goboom69,"The #SpiceGirls are going crazy on #MKR, hope they cook well and don't stuff up!",144.99746566,-37.81254654
khangiie,_goboom69,WHO WANTS TO WATCH FIFTY SHADES OF GREY!?,144.99746621,-37.81254643
khangiie,_goboom69,Wow the instant resturant looks so stunning!! #MKR,144.99746739,-37.81254525
khangiie,_goboom69,@TAIKlNGBODY go away,144.99746963,-37.81254755
khangiie,_goboom69,@ArianaGrande ilyt,144.99746963,-37.81254755
khangiie,_goboom69,That is so much ginger and wontons are overcooked :( #MKR,144.99746808,-37.81254531
khangiie,_goboom69,Wow!! http://t.co/DKtLh4RiyM,144.99746913,-37.81254538
khangiie,khangiie,So full!,144.9974699,-37.81254496
khangiie,_goboom69,Playing Kingdom Hearts!!,144.99747008,-37.81254414
khangiie,khangiie,"I really hate unfollowers, so stop!",144.99747248,-37.81254544
khangiie,_goboom69,I have work placement soon omg,144.99746205,-37.8125432
khangiie,_goboom69,I felt sorry for Mrs Bella but she was defending her daughters,144.99746526,-37.81254229
khangiie,_goboom69,She slays! 👍 http://t.co/E0o3OwYeRX,144.99747139,-37.81254351
khangiie,_goboom69,Haha Rose's laughs are hilarious and sexy! #mkr,144.99747036,-37.81254239
khangiie,_goboom69,"Two 10's, wow!! #MKR",144.99747438,-37.81257458
khangiie,_goboom69,Prep time for Jac and Shaz! #MKR,144.99748005,-37.81257382
khangiie,khangiie,Wow fk off unfollowers,144.99748202,-37.81256603
khangiie,_goboom69,Can't wait for main #mkr,144.99747958,-37.81256068
khangiie,_goboom69,Steak Tartare? Its making me so hungry! #MKR,144.99748336,-37.81256089
khangiie,_goboom69,#MKR is making me so hungry!,144.9974853,-37.81256158
khangiie,khangiie,Good morning :),144.99748571,-37.81256155
khangiie,_goboom69,Yea finished Kingdom Hearts 2 :),144.99748272,-37.81255885
khangiie,khangiie,Really unfollowers? Go fk urselves,144.99747602,-37.81255353
khangiie,khangiie,Won't be watching Smackdown today but watching Tributes tomorrow!,144.99748098,-37.81255079
khangiie,khangiie,Fk u unfollowers,144.99748881,-37.81255272
khangiie,_goboom69,Yea goodnight!,144.99748491,-37.81254991
khangiie,khangiie,Fk u unfollowers,144.99747325,-37.81254524
khangiie,khangiie,@britneyspears I love you queen xx,144.99747317,-37.81254529
khangiie,khangiie,"Can't watch WWE Raw, I'll be out today",144.99747375,-37.81254519
khangiie,khangiie,No storms thank fuck,144.99747373,-37.81254509
khangiie,khangiie,"Yeah morning, excursion to Aquarim wow",144.99747439,-37.81254474
khangiie,khangiie,Omg its Queen Nikki and Brie! http://t.co/t6HgiNjTPi,144.99747453,-37.8125442
khangiie,khangiie,Morning,144.99748131,-37.81254466
khangiie,_goboom69,9am no hot water,144.99747294,-37.81254331
khangiie,khangiie,@JessieJ I love you xx,144.99747316,-37.81254304
khangiie,khangiie,Wow fk u unfollowers,144.99747758,-37.81254247
khangiie,_goboom69,Morning :),144.99747734,-37.81253852
khangiie,_goboom69,Perfect creme brulee! #MKR,144.99750179,-37.81255503
khangiie,_goboom69,I felt bad! #MKR,144.99750327,-37.81254924
khangiie,_goboom69,"C'mon Jane and Emma, make the Victorians proud! #MKR",144.99751489,-37.81255119
khangiie,khangiie,Not looking forward for tomorrow.,144.99751266,-37.81254498
khangiie,_goboom69,Goodbye Gina and Anna! #MKR,144.99750807,-37.81253818
khangiie,_goboom69,What did they do to that sauce?! #MKR,144.99751117,-37.81254208
khangiie,_goboom69,"Nothing to do, probs finish KH2 Final Mix lol",144.99751485,-37.81253858
khangiie,_goboom69,What have they done to that meat!!? #MKR,144.99751826,-37.81255014
khangiie,_goboom69,Wow that chicken is soo yum!! #MKR,144.99751774,-37.81254785
khangiie,_goboom69,I can't wait for Gina and Anna's menu! #MKR,144.99751988,-37.81254228
khangiie,_goboom69,"Oh when shes talking to her friends at the parties, this girl gets pissed off and just stood there folding her arms....",144.99751922,-37.81254162
khangiie,_goboom69,Omg did they put lemon on that caramel!? #MKR,144.99751593,-37.81254039
khangiie,_goboom69,WOW OMG THE NEW CONTESTANTS ARE HERE OMG GAME ON!!! #MKR,144.99751571,-37.81253888
khangiie,_goboom69,That menu will be interesting #MKR,144.99751923,-37.81253838
khangiie,_goboom69,Ouch what have they do to that foundant?! #MKR,144.99752185,-37.8125387
hiiamkhang,khangiie,Big Brother time!,144.99752433,-37.81253889
khangiie,_goboom69,@ArianaGrande ilyt,144.99753084,-37.81254673
khangiie,_goboom69,That salmon needs to be cooked as soon as possible! #MKR,144.99754747,-37.81254692
khangiie,_goboom69,Gna play Kingdom Hearts :),144.99754396,-37.81254014
khangiie,_goboom69,I would eat that octopus! #MKR,144.99754637,-37.81253933
khangiie,_goboom69,MKR TIME,144.99701856,-37.81242565
khangiie,_goboom69,"You can't tell her what to do, she can hangout whoever she wants, Theres nothings wrong with it",144.99704451,-37.81238843
khangiie,khangiie,"Kylie Jenner's lips are so pretty, should I make my lips bigger lol",144.9971804,-37.8124012
khangiie,_goboom69,"And don't ask me about your tank clothes again or if I'm rude, I will block you",144.99723322,-37.81245697
khangiie,_goboom69,@SOSNH1995 I know they need support :),144.99724425,-37.81245911
khangiie,_goboom69,Goodnight :),144.99728025,-37.8124807
khangiie,_goboom69,Good morning,144.99728372,-37.81248125
khangiie,khangiie,Last day of 2014!,144.99731878,-37.81250011
khangiie,khangiie,"Yea my brother talks so much shit when he lagged out, we all lagged out..",144.99732578,-37.81250668
hiiamkhang,khangiie,C'mon Marlisa!!! #xfactorau #XFGrandFinal,144.99734754,-37.81253345
hiiamkhang,khangiie,"When we do assesments I looked at the guide but used my own words, not to copy lol",144.99736185,-37.81253766
hiiamkhang,khangiie,@taylorswift13 I love you,144.99738168,-37.8125163
khangiie,_goboom69,I felt bad for today's match! #GiveDivasAChance,144.99731706,-37.81249051
khangiie,_goboom69,Queens 👑 http://t.co/CVTRFrf8RJ,144.99734265,-37.81248171
hiiamkhang,khangiie,This on time for Smash Bros for WiiU http://t.co/CHxtqslKUG,144.99730857,-37.81247315
khangiie,_goboom69,"Shes allowed to talk to her friends at the parties whenever she wants, you can't stop her, so girlbye!",144.99738631,-37.81248756
hiiamkhang,khangiie,ITS GONNA BE AWESOME!! #XFGrandFinal,144.99735465,-37.81245689
khangiie,_goboom69,Hahah whats the swan doing here in the middle of the road? #MKR,144.99724534,-37.8124417
khangiie,khangiie,So hot in my room 👎,144.99725505,-37.81240088
khangiie,_goboom69,Kat and Andre &amp; Annie and Lloyd feud incoming! #MKR,144.99723761,-37.81238241
khangiie,khangiie,Morning,144.99742196,-37.81252987
khangiie,_goboom69,That bun is yum! #MKR,144.99744578,-37.81252455
hiiamkhang,khangiie,@NICKIMINAJ I love you babe,144.99746309,-37.81249008
hiiamkhang,khangiie,@NICKIMINAJ Love you!,144.9974782,-37.81252902
khangiie,khangiie,"Ryan won, I knew it!!! #BBAU",144.9974874,-37.81253382
khangiie,khangiie,"Add me, it'll be appreciate it! #BraveFrontier http://t.co/b5wAoWM4vS",144.99749255,-37.81253624
khangiie,khangiie,I'm bored at home,144.99748476,-37.81251076
hiiamkhang,khangiie,Morning :),144.99747923,-37.81250502
hiiamkhang,khangiie,Omg fuck u unfollowers,144.99748737,-37.8125057
hiiamkhang,khangiie,Omg 8 players on Smash Bros for WiiU?? Omg thats so cool!!!,144.99748832,-37.81250398
hiiamkhang,khangiie,I'm gna have to ff my cookery course,144.99748927,-37.81250542
khangiie,_goboom69,@arynasay ahh interesting 👍,144.99751793,-37.81253567
khangiie,_goboom69,The lowest score will be goneskies! #MKR,144.99754679,-37.81253366
khangiie,_goboom69,No one wants sloppy gnocchi's! #MKR2015,144.99753881,-37.81253248
errrnah,errrnah,If anyone wants me tonight I'll be eating pasta on the floor and not replying to texts,144.99246164,-37.81066452
errrnah,errrnah,@bensimpsy @yelyahwilliams @taylorswift13 you realise that an international superstar doesn't require this Australian public radio leg up?,144.99273973,-37.81060876
khangiie,khangiie,Going to the Glen :),144.99213215,-37.81021192
khangiie,khangiie,Omw to the Glen now,144.99252107,-37.81027637
DEWISUBRATA,DewiSubrata,Quail with salt and chili. @ Tho Tho Bar &amp; Asian Restaurant https://t.co/75o7deIMrG,144.99365,-37.81
khangiie,khangiie,Ooh a top of 32 tomorrow,144.99533794,-37.81147014
khangiie,khangiie,Lentils time!,144.99544383,-37.81133083
hiiamkhang,khangiie,Omw to Wise Employment!,144.99710725,-37.81181134
khangiie,khangiie,Had pho for dinner hahah sad life,144.99540386,-37.80994659
limadriann,limadriann,"I'm at The Hive Shopping Centre in Abbotsford, VIC https://t.co/fnuF7dS0oB",144.99556303,-37.80995348
errrnah,errrnah,More like Bird Brains http://t.co/PmYhxN1j7D,144.99572914,-37.80986355
hiiamkhang,khangiie,Singapore fried noodles! #friednoodles #yum @ Thy Thy 1 Vietnamese Restaurant http://t.co/s3qkNBz8Av,144.99608466,-37.81000919
khangiie,khangiie,Having pho for lunch!,144.99650096,-37.81007665
khangiie,khangiie,Intense game,144.99653706,-37.810114
